,castTotalLikes,directorLikes,actor1likes,movieLikes,fbPosters,year,duration,genre,contentRating,criticReviews,userReviews,userVotes,rating
2585,1045,8,472,0,1,2006,92,0,0,78,284,27486,4.7
2586,2958,10,826,0,2,2016,100,0,3,129,84,15385,6.4
2587,4204,19,3000,0,4,2010,117,2,0,135,114,14814,6.3
2588,4660,119,989,673,3,1998,84,11,3,96,237,17328,5.5
2589,34413,310,33000,47000,3,2012,140,6,3,417,376,187170,7.3
2590,3033,79,775,0,2,2014,108,0,3,172,152,50056,6.3
2591,1069,11,471,327,1,1999,109,2,3,88,415,13320,4.9
2592,11114,0,10000,16000,0,2008,131,2,3,388,876,332065,7.6
2593,3444,73,695,0,1,1984,114,0,3,45,96,22797,6.0
2594,14025,181,11000,20000,1,2012,97,6,3,414,369,111625,6.2
2595,22574,210,22000,13000,3,2014,122,6,3,291,158,57210,6.8
2596,2689,374,826,0,1,2001,87,4,3,97,619,39788,4.5
2597,568,12,354,175,0,2008,85,1,2,37,22,2037,5.7
2598,646,0,468,116,0,2007,85,9,2,68,31,2673,8.4
2599,2764,36,1000,356,1,2000,101,0,3,90,355,16340,4.6
2600,3633,16,907,489,4,2006,121,6,3,81,91,4603,6.2
2601,17627,92,11000,49000,0,2011,107,2,0,221,181,106111,7.0
2602,2633,0,796,10000,1,2009,111,2,0,230,118,55665,6.9
2603,15644,34,14000,566,1,2001,92,6,3,57,135,19768,6.1
2604,1172,164,436,622,3,2003,97,6,3,119,144,30643,6.7
2605,15209,745,12000,251,2,1999,97,4,0,97,140,9294,5.6
2606,729,34,427,1000,7,2004,125,7,0,119,226,9649,6.6
2607,12685,11000,11000,877,0,1989,124,4,1,42,55,13692,6.4
2608,1139,9,595,436,0,1998,76,1,2,24,53,2724,2.8
2609,2377,561,746,29000,3,2012,107,0,3,208,224,53471,5.4
2610,2913,23,925,247,2,1998,91,4,0,42,88,7159,5.0
2611,3142,4,989,648,1,2000,96,2,0,44,162,7403,5.1
2612,29475,0,22000,16000,0,1985,142,2,3,230,513,152306,8.0
2613,4676,80,1000,1000,0,2004,103,14,1,46,212,22649,5.9
2614,47728,0,22000,35000,1,1998,117,4,3,249,1028,537419,8.2
2615,5012,153,3000,0,0,2006,116,2,3,197,200,52421,7.0
2616,1873,41,556,455,1,2002,118,6,3,71,125,17261,6.6
2617,12178,187,11000,923,0,2007,108,7,3,190,118,24150,6.7
2618,13524,9,11000,816,4,2000,94,4,0,50,89,8055,5.5
2619,3161,2,890,1000,4,2002,97,4,3,63,132,26598,4.9
2620,16502,32,14000,0,5,2002,97,4,1,104,141,18966,6.9
2621,10732,6,8000,647,0,2006,91,1,1,49,66,6562,5.6
2622,173,454,65,32000,1,2008,107,4,3,300,513,307639,8.0
2623,3322,24,931,0,6,2013,95,4,0,43,33,4065,5.3
2624,33153,11,15000,0,4,2008,102,4,0,132,104,32311,6.2
2625,25637,96,24000,0,1,2009,88,4,0,97,53,11498,5.3
2626,14544,835,13000,10000,1,2012,106,2,3,242,102,30284,6.6
2627,2717,11000,860,10000,1,2009,92,4,0,218,169,58967,7.2
2628,2312,52,477,157,4,2000,105,2,0,49,85,3668,4.6
2629,1627,0,572,0,2,2005,107,1,3,172,199,34194,7.5
2630,51657,0,49000,0,2,1999,120,2,0,68,89,12601,6.5
2631,23932,1000,21000,0,2,2005,103,4,3,223,336,175962,7.6
2632,3654,6,890,0,0,1999,92,4,3,59,198,33745,6.2
2633,8484,0,6000,16000,1,2001,147,2,3,252,1768,235992,8.0
2634,1675,18,837,0,0,2007,98,2,0,106,190,15388,5.5
2635,19310,11000,12000,0,0,2010,98,4,3,223,108,36145,6.3
2636,12867,132,10000,33000,0,2010,103,2,3,328,320,109873,7.2
2637,1252,122,918,0,0,2008,111,6,3,150,162,42792,6.7
2638,1351,70,876,843,0,1986,98,1,3,21,62,4996,5.3
2639,4834,0,783,391,0,1999,111,4,0,28,71,5917,6.3
2640,6748,0,6000,0,0,2007,111,6,3,250,436,69569,6.5
2641,5426,460,5000,284,0,1999,116,2,0,95,83,6690,7.0
2642,203,756,136,12000,1,1927,145,2,5,260,413,111841,8.3
2643,962,180,510,0,2,2004,84,0,3,141,157,55928,7.2
2644,14889,39,12000,0,2,1995,115,6,3,52,144,22345,6.8
2645,1172,141,1000,0,1,2015,105,0,5,205,87,9427,6.4
2646,3578,34,936,664,1,2001,98,4,3,109,111,20730,6.9
2647,48,445,20,0,0,2003,99,2,6,103,172,31589,8.0
2648,134,0,64,0,0,2008,110,0,3,110,72,24570,6.2
2649,15293,197,13000,0,0,2010,97,0,3,195,201,64777,6.4
2650,1432,85,825,154,0,1996,88,0,3,14,29,2699,5.6
2651,18639,129,14000,0,0,2008,103,8,3,177,209,47574,6.1
2652,801,36,549,705,2,2011,104,7,3,17,15,609,6.0
2653,32814,68,17000,0,5,2011,90,6,3,62,41,14280,5.1
2654,1732,24,776,193,1,2001,105,0,0,19,40,2236,4.5
2655,1245,17,1000,445,1,2007,93,4,3,50,39,7519,5.9
2656,2528,15,735,0,1,2008,141,7,3,25,32,3425,6.0
2657,29488,0,14000,0,0,2013,85,1,5,39,12,4006,5.8
2658,2829,19,1000,13000,0,2014,109,0,3,136,134,41638,6.1
2659,363,93,179,473,0,2005,105,0,5,26,108,5018,4.9
2660,996,3,556,821,4,2009,119,0,3,53,53,9177,7.1
2661,1585,67,631,277,1,2000,124,7,0,22,32,695,6.6
2662,15500,11000,13000,38000,1,1993,101,4,1,147,609,437418,8.1
2663,38963,13,20000,41000,3,2015,115,4,3,222,135,38202,5.7
2664,33791,1000,29000,10000,2,1996,120,2,0,106,506,167750,6.8
2665,2140,15,1000,0,2,2010,111,2,0,136,73,12937,7.5
2666,994,5,467,998,2,2014,94,2,3,5,13,993,6.2
2667,28544,16000,16000,10000,1,1992,131,2,3,131,495,277505,8.3
2668,4211,3000,3000,1000,1,2005,139,2,5,140,81,18646,7.4
2669,820,0,668,13000,0,2008,120,2,3,418,1017,641997,8.0
2670,1639,213,886,3000,0,1987,119,2,3,94,201,55101,6.9
2671,11135,0,8000,11000,2,1990,125,4,3,82,271,213476,6.9
2672,717,5,442,489,1,1988,108,0,1,32,62,44096,5.5
2673,2055,34,892,0,0,2015,101,0,3,22,20,1554,5.7
2674,12098,0,10000,4000,0,1989,145,7,3,72,173,76842,7.2
2675,2496,226,953,0,1,1993,98,1,1,39,97,69733,6.9
2676,14159,71,10000,0,0,2009,101,11,3,264,268,45603,5.5
2677,2348,30,941,17000,0,2012,92,11,0,264,162,47169,5.9
2678,15192,270,13000,0,1,1982,93,0,3,145,376,172493,7.7
2679,3544,41,997,0,0,2007,109,2,0,86,162,19505,5.2
2680,1326,43,456,0,2,1977,123,0,1,112,275,76477,7.1
2681,3500,9,975,0,4,1998,99,11,3,101,426,47814,5.5
2682,35501,350,18000,0,2,1988,119,2,3,51,143,52846,7.7
2683,2226,0,849,0,1,2012,110,4,0,42,43,6352,5.4
2684,552,116,327,0,1,1991,107,1,1,10,31,15730,6.7
2685,10792,54,8000,2000,1,1999,81,4,0,43,160,15047,5.0
2686,12894,58,11000,18000,1,2011,105,7,0,331,350,82327,6.4
2687,49,12,23,184,0,2002,82,1,2,38,78,3135,6.6
2688,1620,309,592,0,0,1993,109,2,3,12,31,8904,5.9
2689,1421,10,706,530,2,2002,95,0,3,40,33,9693,5.7
2690,2348,0,723,1000,1,1995,100,4,3,34,53,17262,4.5
2691,2704,128,931,889,7,1977,118,11,3,82,252,16294,3.7
2692,1608,31,874,0,0,2005,91,11,0,125,747,22207,5.0
2693,3007,119,869,411,2,2003,90,4,0,56,123,24038,4.6
2694,41359,123,26000,4000,4,2009,108,1,3,160,215,56338,6.5
2695,3299,44,953,1000,2,2010,103,4,0,71,20,5721,4.9
2696,6861,0,3000,645,0,1998,96,4,3,37,106,11729,6.0
2697,1148,160,718,970,6,1999,117,4,1,62,157,9323,6.9
2698,2777,85,1000,0,0,1996,93,8,3,73,122,19805,5.7
2699,23378,17000,22000,932,0,1977,136,2,1,59,75,13548,6.7
2700,3267,0,1000,905,0,1994,115,4,0,25,39,6011,6.9
2701,13446,0,12000,488,3,2007,94,4,3,97,55,13866,5.5
2702,3050,52,1000,0,1,2001,85,0,3,205,673,38985,4.4
2703,3707,189,934,896,1,2002,88,1,1,69,99,29008,5.4
2704,13528,0,12000,0,0,2006,112,2,3,195,270,38142,7.0
2705,2165,70,878,613,5,2001,86,4,0,61,104,11693,5.4
2706,3715,90,962,0,1,2012,86,1,0,77,32,11233,5.4
2707,1372,232,413,13000,1,2007,112,7,0,259,175,89906,8.0
2708,15337,143,14000,5000,0,2006,137,2,3,251,320,92781,7.6
2709,12776,49,12000,853,5,2000,90,2,3,63,112,12519,5.9
2710,10368,956,10000,860,1,1999,107,2,3,47,114,6782,6.6
2711,678,176,543,447,3,2006,98,7,0,108,59,9334,6.7
2712,417,12,159,231,4,2001,84,2,0,64,181,7277,3.9
2713,446,133,423,127,1,1995,139,7,0,20,27,2427,5.7
2714,16431,11,14000,2000,4,2008,97,4,0,135,79,16444,6.7
2715,17250,109,16000,76,0,1978,127,0,1,2,8,524,6.5
2716,390,608,149,0,0,2014,150,7,3,262,165,17933,6.8
2717,799,752,412,512,0,2009,104,2,1,129,31,3174,6.3
2718,1429,333,380,0,2,2002,132,7,6,69,55,11077,7.3
2719,243,2,149,1000,2,2010,117,0,3,50,34,6069,6.9
2720,2243,168,697,702,0,2008,115,4,3,57,36,11704,7.0
2721,14638,50,13000,0,1,2011,186,2,3,116,119,12053,6.5
2722,2207,10,826,934,7,2009,90,4,3,45,66,9928,3.6
2723,4377,0,1000,14000,0,2010,90,4,1,87,104,60460,7.7
2724,39789,0,15000,13000,0,2005,134,2,3,357,2254,259837,7.7
2725,2690,473,833,62000,0,2014,101,0,0,348,491,167089,5.9
2726,1724,143,927,0,1,1995,97,4,0,88,248,123390,6.8
2727,2447,162,2000,0,2,2002,107,2,0,181,378,36542,7.4
2728,4702,38,3000,0,4,2015,99,4,3,107,96,28159,5.1
2729,14726,133,14000,0,1,2000,124,7,3,132,314,44795,7.4
2730,4757,454,2000,52000,7,2012,110,4,3,401,284,185845,7.2
2731,1767,148,539,329,0,2001,105,6,3,58,59,5602,6.0
2732,2334,101,918,14000,0,2004,178,7,3,192,564,248354,8.3
2733,529,448,273,0,1,2004,125,7,0,157,140,64556,8.1
2734,19086,143,19000,29000,0,2013,108,2,3,454,616,85022,6.3
2735,50141,272,49000,0,1,1987,121,7,3,62,131,98348,7.3
2736,2895,26,898,502,5,2010,100,4,0,4,17,912,3.6
2737,714,209,569,62000,1,2011,115,9,2,84,233,74351,1.6
2738,38072,0,20000,106000,1,2010,108,2,3,669,1140,551363,8.0
2739,14160,294,10000,60000,0,2014,117,0,0,492,630,182910,6.2
2740,39960,0,22000,14000,1,1974,220,6,3,149,650,790926,9.0
2741,1307,49,656,0,0,2001,112,2,0,101,320,47876,6.1
2742,450,212,130,0,0,1988,99,8,3,102,260,36108,5.7
2743,7833,36,3000,16000,0,2016,109,2,1,63,55,6276,6.8
2744,6454,8,3000,0,2,2000,83,4,0,106,469,116625,5.5
2745,1747,58,549,0,5,1988,107,0,3,50,120,42614,6.8
2746,20330,51,13000,33000,3,2014,102,4,0,275,171,72803,7.3
2747,2800,38,833,0,4,2014,100,4,3,90,42,16979,6.1
2748,37907,19,23000,10000,6,1999,97,4,0,133,549,222099,7.2
2749,12687,13,11000,1000,1,2002,92,4,0,49,159,28805,5.9
2750,12322,0,11000,0,2,1993,84,0,0,19,72,37611,6.1
2751,971,174,619,0,0,2016,86,2,0,186,139,12983,6.8
2752,12755,19,8000,15000,0,2004,120,10,3,185,1100,357579,7.7
2753,2241,13,571,0,1,2000,89,1,1,42,91,9285,4.9
2754,6554,17,1000,0,9,2007,117,4,0,37,32,6528,6.1
2755,2936,84,899,0,2,1999,97,4,1,45,168,19547,2.5
2756,3353,6,904,934,5,1998,91,0,3,57,168,24834,6.1
2757,2486,15,694,833,1,1996,100,4,1,25,42,7984,5.9
2758,2646,5,659,0,0,1990,72,8,3,59,166,31371,5.7
2759,2297,12,1000,0,2,2014,84,6,0,58,84,12676,5.6
2760,5371,0,2000,20000,0,2007,126,11,3,330,1066,220475,7.2
2761,430,232,149,109000,0,2015,108,2,3,489,611,289508,7.7
2762,1171,0,512,0,2,1999,112,4,3,242,840,254404,7.8
2763,2815,7,939,593,2,2001,90,4,3,40,31,4339,6.1
2764,1921,13,803,0,0,2014,91,1,1,112,149,15664,5.8
2765,6214,134,4000,0,2,2001,135,2,0,84,169,21406,6.5
2766,751,16000,378,5000,0,2006,141,2,3,251,316,132149,7.9
2767,27806,35,24000,862,0,2006,104,1,1,113,128,19707,6.3
2768,3352,18,1000,204,0,1998,84,4,3,23,20,1520,3.8
2769,2499,412,805,72000,0,2015,118,2,3,421,351,161288,8.3
2770,1805,799,721,679,0,1998,82,4,0,32,117,20033,6.4
2771,3092,0,899,3000,4,1994,95,4,3,52,107,21212,6.7
2772,31005,26,16000,0,2,1999,94,4,0,81,210,16059,6.1
2773,6485,7,3000,251,3,1999,99,2,3,39,39,3116,6.0
2774,6910,15,4000,0,4,1998,121,2,3,63,181,27675,5.8
2775,18864,2,15000,0,0,2001,84,1,0,47,181,25541,5.6
2776,1775,16,567,618,1,2001,93,4,3,111,159,21530,6.1
2777,2730,24,552,11000,0,2013,93,4,3,168,84,60407,5.9
2778,13208,107,12000,0,0,2006,120,4,3,165,123,63084,7.3
2779,2417,37,748,689,1,2007,112,2,0,104,59,18442,6.8
2780,3004,80,2000,5000,2,2013,107,4,0,150,87,28573,5.7
2781,2389,83,2000,186,1,2000,112,2,3,61,69,4767,7.3
2782,14372,460,14000,0,2,2009,96,2,3,226,166,56264,6.3
2783,1679,150,979,69,3,1996,91,4,3,21,19,1595,5.9
2784,39473,260,20000,10000,0,2009,105,2,3,217,201,88037,7.1
2785,37606,0,22000,0,2,2006,125,7,3,94,108,28068,7.1
2786,13631,139,8000,131000,2,2012,102,2,0,364,457,351274,8.0
2787,1139,29,683,107,1,1993,87,0,3,19,23,922,5.1
2788,3474,41,2000,0,4,2006,118,7,3,129,102,14143,7.1
2789,17104,187,14000,141,4,2000,115,2,3,71,92,5254,6.5
2790,7875,83,3000,0,0,2015,91,11,0,93,53,7199,4.5
2791,2011,115,1000,18000,6,2011,88,0,3,399,297,82331,6.6
2792,796,11000,306,0,0,2011,127,2,3,110,180,31414,4.3
2793,2812,122,873,23000,0,2013,94,6,3,285,266,88241,6.7
2794,1483,0,477,332,0,2002,90,0,1,61,106,5663,5.4
2795,931,43,170,11000,0,2009,102,7,3,242,162,77305,6.6
2796,931,218,581,0,0,1981,100,1,3,62,96,16281,7.4
2797,20456,18000,18000,0,0,2002,117,7,0,121,159,26493,7.3
2798,14347,97,13000,0,1,2002,109,2,0,83,139,14354,6.9
2799,23602,12000,11000,15000,3,1993,121,0,3,122,460,163492,8.0
2800,9244,28,6000,0,1,2010,111,2,6,88,35,9957,6.4
2801,32288,164,18000,0,1,1992,100,6,3,120,365,75675,7.8
2802,1813,187,818,0,0,2010,109,6,3,225,176,28483,6.1
2803,3700,261,783,0,1,1982,93,8,3,130,106,14193,6.1
2804,3142,10,1000,0,2,2009,101,11,3,167,126,24012,5.1
2805,1166,19,490,337,2,1937,101,1,7,7,44,3256,7.8
2806,34351,44,33000,19000,1,2007,106,4,0,226,299,114762,7.4
2807,156,39,77,38000,0,2008,94,2,0,185,398,132386,7.8
2808,2894,3000,963,0,0,2000,140,6,3,177,690,79330,8.0
2809,2004,44,1000,329,2,1997,132,2,3,28,50,5648,6.7
2810,3337,220,812,344,3,1996,99,6,3,48,48,6921,6.6
2811,2661,34,966,0,7,2009,90,4,3,116,60,13371,6.4
2812,26233,20,22000,44000,1,2010,105,0,3,391,392,165792,6.7
2813,18739,60,18000,0,5,2010,108,7,3,117,51,14757,6.2
2814,1833,383,912,5000,0,1988,69,1,2,24,133,61753,7.3
2815,1730,16,717,0,2,2004,148,0,3,86,224,31943,8.1
2816,4270,50,968,0,0,2009,118,4,1,41,33,2676,7.0
2817,2466,607,1000,18000,0,1973,132,11,3,304,1058,284252,8.0
2818,2047,14000,813,21000,0,1975,130,1,1,385,962,412454,8.0
2819,8134,80,3000,0,6,1999,95,4,3,145,789,315549,7.0
2820,6829,2,6000,0,0,2012,80,3,1,99,32,12029,7.9
2821,1044,23,400,0,1,1986,94,0,0,29,69,39798,5.9
2822,5165,167,997,0,8,2012,122,4,0,77,62,34579,6.6
2823,2754,167,656,770,0,2002,102,4,0,91,156,22147,6.3
2824,16539,120,12000,0,2,1982,116,0,1,148,359,91414,7.7
2825,2462,293,759,0,1,1994,78,4,0,61,242,216486,6.9
2826,4537,139,2000,0,0,1983,114,10,1,84,152,71842,7.1
2827,22479,608,11000,0,1,1985,112,6,3,83,175,66966,7.4
2828,146,16,93,15000,0,2012,110,0,3,216,349,57996,6.5
2829,21380,98,17000,0,0,2006,104,6,0,107,271,90938,6.5
2830,17035,406,13000,0,0,1996,81,1,0,63,154,42892,6.8
2831,25522,16000,22000,0,5,1997,154,6,3,140,462,239540,7.5
2832,4065,22,1000,0,2,2008,102,1,3,153,165,113918,6.6
2833,2054,128,963,32000,0,2012,89,2,0,414,471,204327,7.1
2834,914,0,405,0,1,1983,132,2,1,16,68,9503,6.6
2835,2730,0,629,0,0,1981,103,1,1,139,177,45890,7.0
2836,1531,33,1000,0,1,2002,93,4,0,111,578,34219,3.3
2837,2043,166,971,29000,0,2012,93,4,3,229,261,157051,6.7
2838,1306,76,654,0,0,1970,172,7,10,112,258,76398,8.0
2839,52138,132,49000,0,0,2002,96,2,3,207,605,97938,6.8
2840,140268,66,137000,0,0,2008,89,11,3,198,369,57446,6.0
2841,18765,0,17000,0,1,2008,92,11,0,172,156,44130,5.4
2842,5006,4,1000,243,5,2004,97,4,0,45,49,5928,4.3
2843,6105,58,995,0,2,2001,93,4,3,34,102,42644,6.2
2844,534,53,227,0,0,1992,89,4,2,75,147,33850,7.7
2845,9125,258,6000,0,1,2006,144,0,0,400,2301,470501,8.0
2846,7072,278,4000,0,0,2002,123,7,3,128,271,61651,7.4
2847,52,4,28,0,0,2012,93,9,1,68,50,12383,5.9
2848,10565,131,8000,93000,0,2014,133,2,0,326,548,249688,7.8
2849,14890,131,13000,0,2,1998,121,6,3,128,290,121676,7.4
2850,5592,0,3000,0,10,2014,102,4,3,161,93,21672,6.5
2851,729,287,452,902,1,1979,102,11,1,70,75,3000,5.4
2852,1254,192,347,0,0,1999,99,11,3,164,374,62468,7.0
2853,2376,350,1000,37000,2,2013,98,7,0,354,233,76094,7.6
2854,2944,57,975,549,1,2005,118,4,3,125,219,19007,6.9
2855,4659,76,1000,0,3,1978,125,2,3,55,123,20660,7.0
2856,3963,20,836,0,3,2006,104,4,1,66,150,30462,5.3
2857,2753,14,733,0,2,2015,109,2,0,191,160,63390,6.4
2858,3646,17,873,151,5,2004,86,4,0,33,18,3119,4.5
2859,3798,729,1000,28000,0,2013,115,1,3,433,274,91082,7.8
2860,3931,226,1000,0,1,1995,92,0,3,66,104,16646,6.7
2861,4551,25,833,371,0,2001,91,4,1,37,69,5794,5.3
2862,10575,655,9000,0,1,2011,94,4,3,325,203,64682,6.3
2863,28767,83,26000,0,1,2006,93,0,3,170,444,196422,7.0
2864,2939,3,1000,439,2,1997,93,4,3,11,15,2301,5.3
2865,3250,98,1000,242,1,1998,100,4,3,24,88,4052,6.6
2866,3906,43,988,0,1,2010,100,4,1,70,36,10103,5.8
2867,12274,438,11000,0,1,2008,113,2,3,232,281,41226,6.7
2868,1456,30,1000,1000,0,1981,122,6,3,34,48,16764,6.6
2869,34700,73,19000,0,0,2003,100,7,0,160,296,60171,7.0
2870,469,249,362,11000,0,1981,293,1,3,96,426,168203,8.4
2871,5780,102,2000,701,0,2004,137,2,0,106,267,16832,6.0
2872,2393,32,529,507,3,2002,93,4,3,53,105,12007,5.4
2873,1595,628,565,105000,1,2013,123,2,3,274,391,202341,7.8
2874,1244,611,755,0,3,2004,119,0,0,248,420,92295,7.6
2875,2440,27,664,0,1,2012,107,2,3,288,145,41574,6.6
2876,1819,16,452,0,0,2015,106,10,0,177,177,57349,6.4
2877,1141,67,436,0,3,2008,109,7,3,81,90,15412,7.0
2878,3848,25,931,262,0,2000,81,4,0,29,69,6965,5.7
2879,4755,216,1000,1000,0,1992,95,0,3,58,68,23383,5.9
2880,3535,378,957,650,0,2006,86,4,0,144,150,12197,6.3
2881,943,11000,537,652,0,1998,113,4,3,114,161,20576,6.3
2882,1291,708,433,0,0,2006,122,4,3,132,188,20000,6.2
2883,1445,7,525,0,2,2003,90,4,1,60,304,23606,2.1
2884,4497,0,873,251,3,1996,108,4,3,30,33,4961,5.0
2885,1171,319,1000,656,0,2003,113,5,3,138,354,18632,5.3
2886,1540,115,812,0,0,2008,110,2,3,190,98,29613,7.1
2887,7166,40,5000,305,5,2001,109,2,3,61,99,5016,7.0
2888,1173,584,629,7000,0,2006,110,4,3,363,279,68883,7.0
2889,4277,55,3000,135,0,1981,100,1,1,2,10,763,5.7
2890,2543,61,769,0,0,1999,101,8,3,131,316,29990,7.1
2891,22577,20,21000,0,5,2007,97,4,3,146,124,56654,7.0
2892,456,667,211,29000,2,2013,172,2,5,280,124,55516,7.7
2893,1292,0,1000,677,4,2002,104,4,3,78,122,12047,7.1
2894,5074,0,3000,27000,4,2013,99,2,3,469,235,84620,6.8
2895,2378,0,878,0,0,2004,129,2,3,194,210,41496,7.5
2896,141,60,60,314,4,2007,91,6,0,121,50,8014,6.3
2897,1579,19,706,0,0,2005,100,1,1,38,43,6454,7.3
2898,1554,277,845,0,2,2009,111,2,0,123,57,16863,6.8
2899,2126,0,865,0,0,2000,114,6,3,81,133,18520,7.2
2900,1373,94,693,423,0,2002,86,4,3,72,90,12559,6.4
2901,3099,0,941,88,2,1997,107,4,3,25,12,1427,6.0
2902,2073,26,797,1000,2,2007,90,2,3,78,78,12125,6.4
2903,3878,759,967,0,1,2012,103,4,0,57,25,2551,5.1
2904,1952,7,662,0,0,2007,120,6,3,69,75,14831,7.5
2905,11,45,9,607,0,2005,134,2,3,73,45,5603,7.1
2906,17417,18,13000,458,1,1999,110,4,3,42,133,6884,4.6
2907,18,611,9,784,1,2009,95,4,3,101,20,2410,5.7
2908,1501,165,686,0,2,2002,95,5,3,82,124,27052,6.8
2909,91,14,52,0,0,2009,132,2,3,149,62,8429,7.7
2910,17883,12,17000,26000,0,2015,94,1,1,165,214,70133,6.7
2911,1854,0,970,211,0,2011,89,0,1,5,12,408,3.2
2912,164,7,84,0,0,2010,138,0,4,44,49,4899,6.1
2913,708,212,567,0,9,2011,113,0,3,74,61,12128,5.6
2914,433,76,181,13000,1,2009,99,8,3,156,293,64423,6.9
2915,2059,0,1000,26000,1,2015,111,2,3,1,10,314,7.5
2916,39175,0,26000,27000,6,2000,104,4,3,151,726,600996,8.3
2917,895,49,551,634,6,2015,89,14,1,3,7,105,2.8
2918,2987,52,969,0,0,1989,103,8,3,98,248,63855,6.6
2919,1780,2,680,443,2,2009,100,2,3,35,27,3737,6.0
2920,2053,287,767,14000,0,1984,106,4,1,183,245,142293,7.2
2921,13485,0,11000,33000,1,1977,125,0,1,282,1470,911097,8.7
2922,24063,11,22000,11000,1,2016,109,4,3,158,166,49671,6.0
2923,1966,767,597,7000,2,1965,200,2,0,89,255,55816,8.0
2924,679,335,585,0,0,2014,114,1,3,101,26,14437,7.2
2925,3507,197,755,0,1,2008,112,4,2,128,171,43795,4.5
2926,23811,737,23000,36000,2,2010,116,7,3,410,389,275869,7.9
2927,1853,79,608,641,0,2006,92,0,3,104,196,56595,7.1
2928,3280,36,886,7000,1,1992,120,4,3,54,201,82743,7.5
2929,20466,15,17000,15000,3,2014,107,2,0,141,132,83893,6.8
2930,179,53,84,774,2,2014,92,0,5,30,33,3104,4.3
2931,3435,42,1000,0,3,1989,107,4,3,57,97,49007,7.2
2932,3135,32,785,0,5,2007,100,4,0,56,102,18220,5.8
2933,2562,541,991,0,0,2002,81,6,3,216,629,207934,7.1
2934,2436,163,683,19000,1,2002,101,2,1,80,962,162701,7.4
2935,903,0,276,0,0,1995,122,6,3,77,190,73193,7.6
2936,6223,16,4000,0,3,1999,97,2,3,101,749,149222,6.9
2937,3101,52,723,0,0,2009,92,11,3,156,194,76207,6.0
2938,3931,0,1000,0,0,1981,92,4,3,48,131,36559,6.9
2939,3376,107,664,0,5,2008,110,2,0,109,56,19440,7.3
2940,3850,5,584,365,1,2001,86,4,0,62,100,10966,4.6
2941,1852,0,636,541,0,1992,91,6,3,33,80,9903,6.0
2942,14735,278,13000,745,2,1978,145,2,1,20,35,5561,6.4
2943,1661,365,425,902,0,1986,100,11,1,52,64,5187,5.5
2944,995,34,838,36000,1,2015,111,2,0,351,212,73249,7.5
2945,1104,0,385,0,0,1975,184,1,1,124,369,101627,8.1
2946,4291,2,799,0,0,2001,89,4,0,37,90,14656,6.3
2947,10982,71,8000,671,1,2000,84,4,3,58,79,10777,5.1
2948,1114,0,358,13000,4,2012,98,4,0,175,126,15684,6.8
2949,2729,5,1000,449,0,2001,95,4,3,75,121,15427,5.3
2950,12237,0,11000,5000,0,2001,100,6,3,161,463,59982,7.3
2951,17866,64,16000,34000,2,2015,109,7,0,203,147,33856,7.3
2952,17490,386,14000,0,0,2004,118,7,3,188,204,42689,7.1
2953,3913,0,901,10000,0,1992,88,4,3,221,604,128850,7.6
2954,2415,4,960,405,4,2002,86,4,3,66,107,12437,5.3
2955,69746,529,40000,14000,1,1993,118,2,0,80,292,171882,7.8
2956,1281,10,866,0,1,2003,125,7,0,25,74,2164,7.7
2957,3133,608,979,0,1,2004,125,6,3,169,165,20307,7.7
2958,1559,18,658,550,3,2002,94,4,3,70,128,13622,5.4
2959,3072,300,1000,174,2,1995,113,4,3,15,19,1761,6.2
2960,4082,1000,3000,26000,1,2013,104,2,3,535,313,96233,7.4
2961,3300,596,1000,0,2,2001,95,2,3,92,153,17333,6.2
2962,14281,8,14000,967,1,1991,102,1,0,14,39,14129,5.1
2963,800,58,338,608,0,1970,124,2,1,13,36,2603,6.9
2964,28004,0,14000,0,0,2005,105,4,3,87,69,10052,6.3
2965,150,238,60,0,0,2006,104,7,0,78,86,11132,6.8
2966,3876,365,887,11000,0,1982,120,8,1,223,321,105448,7.4
2967,3117,17,845,0,2,2010,111,6,3,136,59,5013,5.7
2968,5286,43,3000,0,0,2008,95,11,3,160,262,88529,5.8
2969,1827,4,917,85,0,1969,96,6,10,28,12,618,6.2
2970,248,15,142,18000,1,2012,97,4,0,54,111,45144,4.3
2971,378,10,172,302,2,2006,118,6,3,75,115,5772,6.4
2972,10822,160,8000,659,2,2006,193,2,3,20,264,13998,6.0
2973,2640,32,893,646,3,1999,97,4,0,105,132,12980,6.9
2974,2271,7,805,0,0,2013,98,11,3,120,160,28570,5.5
2975,1228,57,541,1000,0,2002,103,11,0,108,349,16747,5.4
2976,727,0,273,24000,0,1968,161,1,2,285,1736,427357,8.3
2977,2811,14000,861,34000,0,1982,120,14,1,215,515,281842,7.9
2978,20312,21,17000,1000,0,2007,97,4,0,81,74,27689,6.5
2979,1554,4,882,392,1,2004,97,1,1,17,28,1337,6.3
2980,2272,11,665,119,2,1994,99,4,3,5,31,859,6.4
2981,1526,58,482,411,0,2007,111,2,3,43,111,2618,5.8
2982,1807,0,639,0,1,2012,145,2,3,43,57,3665,6.6
2983,63710,835,49000,31000,2,1997,126,2,3,161,682,604904,8.3
2984,27660,29,14000,0,3,2016,106,2,3,38,50,6935,5.3
2985,3189,163,723,0,0,2006,121,11,3,210,614,142115,6.2
2986,27378,425,13000,0,1,1981,117,0,3,52,134,48629,6.9
